-0.465730,0.241962,-1.913280,-1.724918,-0.562288,-1.012831,0.314247,-0.908024,-1.412304,1.465649
-0.225776,0.067528,-1.424748,-0.544383,0.110923,-1.150994,0.375698,-0.600639,-0.291694,-0.601707
1.852278,-0.013497,-1.057711,0.822545,-1.220844,0.208864,-1.959670,-1.328186,0.196861,0.738467
0.171368,-0.115648,-0.301104,-1.478522,-0.719844,-0.460639,1.057122,0.343618,-1.763040,0.324084
-0.385082,-0.676922,0.611676,1.031000,0.931280,-0.839218,-0.309212,0.331263,0.975545,-0.479174
-0.185659,-1.106335,-1.196207,0.812526,1.356240,-0.072010,1.003533,0.361636,-0.645120,0.361396
1.538037,-0.035826,1.564644,-2.619745,0.821903,0.087047,-0.299007,0.091761,-1.987569,-0.219672
0.357113,1.477894,-0.518270,-0.808494,-0.501757,0.915402,0.328751,-0.529760,0.513267,0.097078
0.968645,-0.702053,-0.327662,-0.392108,-1.463515,0.296120,0.261055,0.005113,-0.234587,-1.415371
-0.420645,-0.342715,-0.802277,-0.161286,0.404051,1.886186,0.174578,0.257550,-0.074446,-1.918771
-0.026514,0.060230,2.463242,-0.192361,0.301547,-0.034712,-1.168678,1.142823,0.751933,0.791032
-0.909387,1.402794,-1.401851,0.586857,2.190456,-0.990536,-0.566298,0.099651,-0.503476,-1.550663
0.068563,-1.062304,0.473592,-0.919424,1.549934,-0.783253,-0.322062,0.813517,-1.230864,0.227460
1.307143,-1.607483,0.184634,0.259883,0.781823,-1.236951,-1.320457,0.521942,0.296985,0.250493
0.346448,-0.680025,0.232254,0.293072,-0.714351,1.865775,0.473833,-1.191303,0.656554,-0.974682
0.787085,1.158596,-0.820682,0.963376,0.412781,0.822060,1.896793,-0.245388,-0.753736,-0.889514
-0.815810,-0.077102,0.341152,0.276691,0.827183,0.013002,1.453534,-0.264657,2.720169,0.625667
-0.857158,-1.070892,0.482472,-0.223463,0.714000,0.473238,-0.072829,-0.846794,-1.514847,-0.446515
0.856399,0.214094,-1.245739,0.173181,0.385317,-0.883857,0.153725,0.058209,-1.142970,0.357787
0.560785,1.083051,1.053802,-1.377669,-0.937825,0.515035,0.513786,0.515048,3.852731,0.570891
1.135566,0.954002,0.651391,-0.315269,0.758969,-0.772825,-0.236819,-0.485364,0.081874,2.314659
-1.867265,0.686260,-1.612716,-0.471932,1.088951,0.064280,-1.077745,-0.715304,0.679598,-0.730367
0.216459,0.045572,-0.651600,2.143944,0.633919,-2.025143,0.186454,-0.661786,0.852433,-0.792521
-0.114736,0.504987,0.865755,-1.200296,-0.334501,-0.474945,-0.653329,1.765454,0.404982,-1.260884
0.917862,2.122156,1.032465,-1.519370,-0.484234,1.266911,-0.707669,0.443819,0.774634,-0.926930
-0.059525,-3.241267,-1.024388,-0.252568,-1.247783,1.632411,-1.430141,-0.440044,0.130741,1.441273
-1.435862,1.163164,0.010233,-0.981509,0.462103,0.199060,-0.600217,0.069802,-0.385314,0.113517
0.662131,1.586017,-1.237815,2.133033,-1.952088,-0.151785,0.588317,0.280992,-0.622700,-0.208122
-0.493001,-0.589365,0.849602,0.357015,-0.692910,0.899600,0.307300,0.812862,0.629629,-0.828995
-0.560181,0.747294,0.610370,-0.020902,0.117327,1.277665,-0.591571,0.547097,-0.202193,-0.217681
1.098777,0.825416,0.813510,1.305479,0.021004,0.681953,-0.310267,0.324166,-0.130143,0.096996
0.595157,-0.818221,2.092387,-1.006017,-1.214189,1.158111,0.791663,0.624120,0.628346,-0.012247
-0.897254,0.075805,-0.677162,0.975120,-0.147057,-0.825497,-0.321386,0.412931,-0.563725,-0.822220
0.243687,0.244967,-0.506943,-0.471038,0.232050,-1.448084,-1.407464,-0.718444,-0.213447,0.310908
1.475356,0.857660,-0.159939,-0.019016,-1.002529,-0.018513,-0.288659,0.322719,-0.827231,0.519347
